timestamp,temperature,humidity,pressure,wind_speed,solar_radiation,energy_consumption,cpu_usage,memory_usage,network_traffic
2023-01-02 01:00:00,22.12,33.0,1008.11,24.11,220.31,182.23,58.48,59.5,3272.67
2023-01-02 02:00:00,21.33,70.03,990.02,0.7,561.17,155.6,40.06,73.1,9110.54
2023-01-02 03:00:00,25.79,67.29,1001.32,12.19,800.23,173.98,92.13,38.23,8066.99
2023-01-02 04:00:00,22.85,36.15,1019.06,6.8,835.1,156.82,15.32,23.24,1614.11
2023-01-02 05:00:00,25.7,39.09,992.11,3.59,1063.48,97.66,74.35,33.69,380.96
2023-01-02 06:00:00,24.26,40.76,1017.53,1.12,981.43,167.46,17.96,48.68,9038.48
2023-01-02 07:00:00,22.84,79.74,1007.83,15.42,846.31,58.22,39.53,44.06,1352.83
2023-01-02 08:00:00,26.18,58.9,997.51,15.45,1001.65,87.87,91.61,52.14,4852.88
2023-01-02 09:00:00,23.63,76.2,1002.53,23.21,807.46,92.48,21.59,44.84,2036.24
2023-01-02 10:00:00,23.47,79.4,999.83,22.47,435.49,145.18,56.24,39.99,7329.99
2023-01-02 11:00:00,22.27,54.86,992.65,22.97,412.62,81.08,34.73,32.99,625.37
2023-01-02 12:00:00,20.19,38.27,993.57,1.03,156.46,113.34,14.17,63.02,7919.68
2023-01-02 13:00:00,13.73,69.69,1019.57,20.11,0.0,56.15,41.12,68.38,2506.55
2023-01-02 14:00:00,17.95,89.72,1027.09,2.97,0.0,122.8,51.14,77.47,9809.79
2023-01-02 15:00:00,16.93,42.23,1018.73,16.29,0.0,190.29,70.24,22.76,7605.29
2023-01-02 16:00:00,15.52,80.06,1026.64,2.78,0.0,157.96,22.91,83.44,6292.98
2023-01-02 17:00:00,18.42,61.88,993.68,9.57,0.0,52.53,46.88,32.24,1733.13
2023-01-02 18:00:00,13.68,43.18,1011.12,9.41,0.0,198.71,66.59,27.38,941.07
2023-01-02 19:00:00,17.31,78.33,991.09,20.06,0.0,189.36,23.11,76.56,9192.21
2023-01-02 20:00:00,14.93,63.43,1025.49,24.93,0.0,151.99,87.34,70.07,1490.3
2023-01-02 21:00:00,16.98,80.41,1021.72,11.24,0.0,182.41,30.38,43.25,3165.13
2023-01-02 22:00:00,16.43,69.56,1026.14,15.14,0.0,152.24,39.64,79.14,4568.44
2023-01-02 23:00:00,18.26,41.09,1005.63,14.8,0.0,134.83,43.33,39.9,264.94
2023-01-03 00:00:00,20.94,39.41,1010.09,6.56,26.11,143.45,14.89,24.57,6373.39
2023-01-03 01:00:00,21.66,67.38,1000.45,0.25,235.36,56.66,64.63,62.57,6258.79
2023-01-03 02:00:00,20.03,51.91,1009.17,13.03,457.94,106.45,30.53,42.1,5805.55
2023-01-03 03:00:00,23.22,68.35,1027.61,20.8,626.88,53.68,82.26,51.25,2279.77
2023-01-03 04:00:00,24.38,85.18,997.37,9.6,906.43,197.96,79.7,81.62,3025.32
2023-01-03 05:00:00,28.98,70.19,1024.36,17.31,983.38,136.47,43.25,60.02,7072.74
2023-01-03 06:00:00,25.9,44.13,1012.29,13.7,992.56,158.68,72.82,21.77,115.99
2023-01-03 07:00:00,21.39,85.37,1029.28,17.48,963.27,185.52,88.6,64.19,6817.68
2023-01-03 08:00:00,24.85,48.16,1002.33,21.23,1112.35,123.69,22.0,49.03,663.73
2023-01-03 09:00:00,23.56,36.29,1019.11,17.28,737.26,178.32,49.63,83.28,6817.37
2023-01-03 10:00:00,22.85,40.2,1018.9,11.3,383.13,99.23,62.05,28.71,7795.99
2023-01-03 11:00:00,24.0,74.89,1015.08,23.46,334.01,129.44,58.8,21.69,9850.65
2023-01-03 12:00:00,22.01,40.56,1017.65,2.65,0.0,57.84,64.39,28.53,7643.2
2023-01-03 13:00:00,21.95,33.29,996.01,18.81,0.0,139.62,24.65,42.2,8342.84
2023-01-03 14:00:00,19.12,49.6,1004.29,24.23,0.0,73.36,28.24,23.63,652.2
2023-01-03 15:00:00,14.94,75.76,1007.05,23.17,0.0,148.28,27.98,65.63,7987.88
2023-01-03 16:00:00,16.33,39.5,994.14,9.68,0.0,115.54,55.27,59.73,1268.99
2023-01-03 17:00:00,12.54,39.85,1001.43,4.01,0.0,177.99,28.2,43.69,8916.5
2023-01-03 18:00:00,13.35,50.86,997.08,15.56,0.0,105.13,43.82,42.78,1680.23
2023-01-03 19:00:00,13.81,64.8,996.84,23.38,0.0,98.93,60.85,57.93,7366.25
2023-01-03 20:00:00,14.59,48.24,1001.88,18.77,0.0,124.77,88.08,69.47,4333.18
2023-01-03 21:00:00,18.59,41.76,1008.07,13.89,0.0,156.5,79.95,42.68,4232.47
2023-01-03 22:00:00,18.46,47.53,1010.32,13.58,0.0,186.46,94.59,48.4,5877.21
2023-01-03 23:00:00,16.0,83.92,1002.93,12.42,0.0,158.44,37.33,56.45,8629.55
2023-01-04 00:00:00,21.04,86.46,992.09,11.6,78.18,159.45,59.39,80.02,8656.63
2023-01-04 01:00:00,19.34,34.0,1004.96,16.03,126.77,96.95,21.67,84.85,3380.64
2023-01-04 02:00:00,24.07,60.18,990.11,21.81,529.7,113.71,42.12,59.67,6211.56
2023-01-04 03:00:00,24.57,32.78,1019.18,1.18,741.75,166.5,68.53,46.47,166.61
2023-01-04 04:00:00,23.51,87.12,1005.59,12.68,889.25,167.33,80.44,52.79,413.46
2023-01-04 05:00:00,25.97,47.75,1006.7,19.08,894.49,99.54,83.01,60.93,1711.33
2023-01-04 06:00:00,29.29,68.36,996.32,8.37,1047.38,66.49,75.11,72.87,5654.67
2023-01-04 07:00:00,23.01,40.47,1022.68,18.03,1031.58,89.82,79.71,83.64,8800.61
2023-01-04 08:00:00,22.95,38.06,1009.7,6.09,944.73,193.45,18.15,76.63,5163.8
2023-01-04 09:00:00,26.43,45.81,1024.12,15.75,625.04,97.27,18.29,63.74,9483.65
2023-01-04 10:00:00,25.01,46.55,1020.15,14.01,541.28,86.06,93.71,40.35,8985.91
2023-01-04 11:00:00,23.53,89.4,999.08,12.51,448.5,149.11,58.49,60.78,6069.15
2023-01-04 12:00:00,20.11,66.85,1020.09,10.83,0.0,102.12,90.24,79.95,6486.77
2023-01-04 13:00:00,17.54,66.0,1003.59,3.34,0.0,157.32,65.44,40.91,1384.52
2023-01-04 14:00:00,17.96,30.42,1017.72,1.64,0.0,63.47,66.73,69.01,4629.37
2023-01-04 15:00:00,17.64,75.97,994.9,7.18,0.0,141.09,30.3,47.54,352.01
2023-01-04 16:00:00,16.33,62.57,1018.72,23.23,0.0,58.07,66.9,38.32,9953.42
2023-01-04 17:00:00,15.28,49.33,1020.08,15.88,0.0,65.3,65.62,78.49,9625.25
2023-01-04 18:00:00,16.9,33.7,1023.88,9.05,0.0,123.61,76.01,33.52,9119.69
2023-01-04 19:00:00,13.68,89.52,1004.3,18.39,0.0,75.2,11.4,39.48,265.29
2023-01-04 20:00:00,15.88,60.54,1001.78,2.25,0.0,127.05,56.35,80.2,4129.95
2023-01-04 21:00:00,18.08,46.29,991.44,11.63,0.0,116.44,37.58,22.26,3795.33
2023-01-04 22:00:00,16.48,37.17,1029.71,3.02,0.0,57.22,27.43,44.03,4532.65
2023-01-04 23:00:00,18.49,57.95,990.09,20.9,0.0,116.42,76.64,84.69,6607.95
2023-01-05 00:00:00,21.12,31.78,1024.3,10.05,0.0,186.23,46.02,37.91,2191.42
2023-01-05 01:00:00,22.34,51.9,994.02,20.43,297.35,89.38,83.29,33.32,8493.54
2023-01-05 02:00:00,21.43,48.79,1021.05,9.0,515.37,174.47,55.74,30.41,4683.92
2023-01-05 03:00:00,24.36,33.7,1006.37,15.48,592.81,69.71,21.6,58.94,6597.22
2023-01-05 04:00:00,25.76,79.24,1005.55,16.82,922.1,183.67,60.83,48.27,306.36
2023-01-05 05:00:00,27.72,61.42,997.12,10.62,1071.31,52.92,24.43,34.65,8161.13
2023-01-05 06:00:00,22.98,69.48,991.09,15.6,906.22,180.2,41.06,58.11,7798.82
2023-01-05 07:00:00,26.6,65.01,1003.37,19.53,1017.3,80.82,32.18,36.99,2027.26
2023-01-05 08:00:00,26.11,50.77,1015.39,10.58,1251.3,80.68,40.47,76.33,6980.4
2023-01-05 09:00:00,25.43,46.11,1017.71,6.07,820.66,131.09,50.25,65.94,5030.32
2023-01-05 10:00:00,25.17,30.16,1012.45,2.21,565.14,167.52,68.52,65.83,965.32
2023-01-05 11:00:00,21.43,73.25,999.35,11.83,334.72,98.87,66.82,30.39,2100.16
2023-01-05 12:00:00,19.23,45.96,996.66,2.04,0.0,185.79,11.06,50.25,7608.63
2023-01-05 13:00:00,18.52,35.9,1009.59,12.13,0.0,140.25,30.4,68.47,4904.6
2023-01-05 14:00:00,22.92,78.78,1015.84,21.04,0.0,158.7,26.32,81.59,1809.5
2023-01-05 15:00:00,18.63,33.03,1010.3,3.54,0.0,181.88,35.95,53.74,6622.21
2023-01-05 16:00:00,15.53,72.98,1024.46,2.81,0.0,123.62,75.99,70.59,1071.13
2023-01-05 17:00:00,16.11,82.84,1013.45,11.9,0.0,170.47,12.92,38.91,1498.19
2023-01-05 18:00:00,14.39,82.22,1029.67,14.78,0.0,52.23,76.45,61.08,5160.98
2023-01-05 19:00:00,14.53,39.84,1001.0,2.44,0.0,56.56,20.57,72.05,6569.44
2023-01-05 20:00:00,16.59,86.78,998.93,15.67,0.0,64.35,52.03,63.94,2175.17
2023-01-05 21:00:00,21.59,32.09,1029.48,22.69,0.0,175.94,72.8,50.74,1788.61
2023-01-05 22:00:00,14.3,72.43,1015.56,12.45,0.0,83.44,88.35,53.84,2403.16
2023-01-05 23:00:00,18.23,60.05,1020.4,1.17,0.0,144.23,38.45,30.14,9564.19
2023-01-06 00:00:00,19.27,71.33,1014.65,13.83,0.0,199.89,44.34,25.29,3915.22
2023-01-06 01:00:00,23.17,57.1,1015.35,10.43,345.39,56.53,21.64,26.88,1413.92
2023-01-06 02:00:00,20.97,30.59,1023.59,16.41,466.55,114.91,71.12,61.35,6711.4
2023-01-06 03:00:00,23.47,42.79,996.09,14.38,641.77,67.44,69.17,77.76,3393.68
2023-01-06 04:00:00,28.75,67.98,994.02,6.0,906.52,88.44,61.49,55.21,6918.03
2023-01-06 05:00:00,23.2,89.04,1022.82,8.16,1057.71,138.49,79.69,25.37,8270.05
2023-01-06 06:00:00,30.15,47.12,1027.62,23.26,1103.25,88.49,33.08,79.24,5881.1
2023-01-06 07:00:00,22.7,74.12,1007.57,8.8,917.5,119.93,22.47,78.45,645.13
2023-01-06 08:00:00,27.78,59.37,1021.48,7.67,795.26,68.83,19.16,74.38,4178.07
2023-01-06 09:00:00,25.35,64.14,1013.47,23.53,784.57,172.0,37.67,76.74,3080.46
2023-01-06 10:00:00,21.58,48.31,1017.75,9.08,494.05,96.42,15.8,39.01,3250.19
2023-01-06 11:00:00,15.75,49.02,1018.13,12.79,156.38,126.62,66.64,45.6,3851.18
2023-01-06 12:00:00,20.44,81.88,1025.39,15.26,0.0,184.26,31.25,83.78,4809.03
2023-01-06 13:00:00,22.92,63.49,996.21,5.94,0.0,139.39,29.02,48.4,6132.71
2023-01-06 14:00:00,17.58,86.91,1003.61,13.17,0.0,142.29,51.45,51.44,9994.15
2023-01-06 15:00:00,20.31,74.9,1029.86,18.45,0.0,199.8,31.37,29.85,2648.12
2023-01-06 16:00:00,18.97,39.85,1002.69,19.06,0.0,169.37,70.91,75.37,6806.26
2023-01-06 17:00:00,14.19,46.5,993.92,7.2,0.0,70.62,29.51,76.22,4607.58
2023-01-06 18:00:00,16.39,38.77,1007.78,22.85,0.0,139.88,39.37,73.5,588.04
2023-01-06 19:00:00,16.31,70.49,1024.24,5.91,0.0,85.21,87.95,59.27,6674.01
2023-01-06 20:00:00,16.9,63.33,1009.58,11.4,0.0,83.92,41.69,26.3,106.37
2023-01-06 21:00:00,20.65,50.49,1011.18,24.19,0.0,119.01,40.29,80.38,8936.19
2023-01-06 22:00:00,22.78,77.13,1028.77,23.6,0.0,73.87,17.45,59.24,8020.97
2023-01-06 23:00:00,19.43,76.26,1004.78,2.5,0.0,59.14,54.48,69.74,5682.82
2023-01-07 00:00:00,21.59,71.34,1010.64,17.75,0.0,64.0,20.41,26.48,9547.11
2023-01-07 01:00:00,21.92,67.22,997.25,3.0,209.52,172.69,70.42,35.28,1435.54
2023-01-07 02:00:00,22.37,68.55,1006.47,4.74,584.96,148.7,60.0,62.63,9821.9
2023-01-07 03:00:00,25.3,50.36,1022.43,4.89,637.82,92.57,67.56,66.3,7709.67
2023-01-07 04:00:00,27.19,56.69,1015.02,6.76,896.76,174.3,84.09,63.87,2235.53
2023-01-07 05:00:00,27.52,47.46,1001.08,4.9,1028.89,144.0,75.63,75.19,8672.48
2023-01-07 06:00:00,24.42,66.77,993.24,18.51,943.98,164.43,29.12,44.45,2293.35
2023-01-07 07:00:00,27.41,47.6,999.1,16.44,1026.96,148.3,66.52,69.72,1790.0
2023-01-07 08:00:00,25.38,45.27,1010.11,20.98,877.76,160.51,88.44,27.72,1440.11
2023-01-07 09:00:00,27.19,84.64,996.68,12.39,647.95,171.68,90.11,48.06,6041.33
2023-01-07 10:00:00,24.7,34.69,995.86,21.29,479.78,135.34,52.77,72.99,1873.69
2023-01-07 11:00:00,21.97,75.91,1029.86,7.27,368.7,143.52,25.0,22.43,3900.62
2023-01-07 12:00:00,22.77,64.97,1022.59,8.89,81.35,172.42,55.94,25.54,9346.47
2023-01-07 13:00:00,22.44,63.93,1009.72,14.41,0.0,66.01,44.48,75.54,657.82
2023-01-07 14:00:00,19.99,36.4,1011.39,1.32,0.0,91.41,92.75,68.84,4721.03
2023-01-07 15:00:00,18.25,53.39,994.69,21.63,0.0,83.34,43.06,42.07,4766.37
2023-01-07 16:00:00,17.01,35.53,1029.32,0.48,0.0,107.89,44.94,54.93,4767.62
2023-01-07 17:00:00,14.69,48.74,1013.42,23.28,0.0,121.22,64.65,55.66,8590.38
2023-01-07 18:00:00,14.15,57.06,1015.56,19.85,0.0,161.76,56.48,72.13,3724.41
2023-01-07 19:00:00,18.65,34.47,1005.54,21.52,0.0,188.88,19.11,58.5,870.1
2023-01-07 20:00:00,18.09,39.54,1006.28,24.56,0.0,121.19,21.4,73.65,1024.37
2023-01-07 21:00:00,17.62,65.75,1010.85,0.78,0.0,180.57,91.18,66.81,621.91
2023-01-07 22:00:00,18.84,52.84,999.3,0.62,0.0,55.56,76.5,63.77,5614.24
2023-01-07 23:00:00,21.85,85.96,1017.06,4.0,0.0,199.38,58.94,41.19,8503.71
2023-01-08 00:00:00,19.55,78.09,1003.47,20.42,0.0,155.58,33.68,44.44,8136.28
2023-01-08 01:00:00,23.33,55.95,993.69,9.26,202.45,184.91,90.93,23.48,3910.29
2023-01-08 02:00:00,22.07,43.52,1029.96,23.14,524.37,183.41,23.48,80.53,4465.59
2023-01-08 03:00:00,25.25,89.29,1000.23,10.6,656.41,180.04,73.36,28.17,4152.5
2023-01-08 04:00:00,24.62,71.88,1005.59,12.33,889.23,146.6,59.98,38.04,3621.05
2023-01-08 05:00:00,23.17,75.1,1027.59,18.9,825.18,94.14,74.33,64.99,3664.21
2023-01-08 06:00:00,24.81,76.9,1000.43,24.69,978.66,104.93,61.36,54.61,3816.87
2023-01-08 07:00:00,26.7,43.76,993.32,21.05,1113.46,193.98,88.79,22.6,6503.41
2023-01-08 08:00:00,27.3,47.4,1020.03,12.79,850.03,122.87,90.37,24.49,4339.17
2023-01-08 09:00:00,24.76,37.37,1005.2,8.58,606.85,183.2,58.12,44.08,9277.12
2023-01-08 10:00:00,23.74,35.75,1019.69,18.28,471.13,152.28,33.8,31.93,147.83
2023-01-08 11:00:00,23.22,50.84,1017.06,6.53,176.1,176.09,49.55,83.42,701.97
2023-01-08 12:00:00,22.33,61.48,1023.51,0.67,153.27,170.69,30.48,54.27,7508.67
2023-01-08 13:00:00,19.78,83.54,1029.44,16.12,0.0,192.44,46.31,40.84,6373.11
2023-01-08 14:00:00,20.18,56.9,1020.62,11.22,0.0,134.77,74.7,51.4,1416.56
2023-01-08 15:00:00,18.22,74.02,1026.88,15.8,0.0,147.2,14.92,69.96,3102.07
2023-01-08 16:00:00,17.18,53.08,996.7,11.94,0.0,110.54,31.74,83.67,8873.41
2023-01-08 17:00:00,16.54,61.68,992.47,17.32,0.0,188.28,54.41,61.66,4367.98
2023-01-08 18:00:00,19.23,78.12,1027.06,19.07,0.0,84.89,74.55,26.95,5346.4
2023-01-08 19:00:00,20.81,62.6,1006.16,10.98,0.0,151.2,88.61,58.7,3794.01
2023-01-08 20:00:00,18.76,36.45,1028.17,15.06,0.0,83.37,86.98,30.32,2905.69
2023-01-08 21:00:00,22.2,58.94,1015.83,16.06,0.0,142.54,23.12,41.85,2241.98
2023-01-08 22:00:00,17.18,83.98,990.81,0.21,0.0,72.03,77.73,82.49,3744.71
2023-01-08 23:00:00,15.82,66.75,1005.43,7.95,0.0,170.24,57.56,51.58,4578.72
2023-01-09 00:00:00,19.85,51.97,1022.59,1.04,15.04,157.75,41.98,34.38,6348.96
2023-01-09 01:00:00,23.36,33.91,1002.47,10.18,446.44,168.56,19.21,82.26,1661.37
2023-01-09 02:00:00,25.79,63.86,1028.8,7.22,442.31,148.67,27.96,52.05,5352.8
2023-01-09 03:00:00,23.13,30.85,1012.73,18.0,756.3,73.05,72.05,70.26,5290.67
2023-01-09 04:00:00,23.09,65.49,991.59,24.01,1049.17,118.41,80.76,77.5,7529.17
2023-01-09 05:00:00,28.6,86.98,1009.38,15.48,919.01,65.2,32.48,74.18,5951.49
2023-01-09 06:00:00,22.99,63.11,1009.04,17.45,1135.39,121.37,92.54,26.86,4219.88
2023-01-09 07:00:00,26.02,64.27,995.73,8.63,1089.71,75.41,36.31,80.22,934.92
2023-01-09 08:00:00,22.57,30.97,1005.99,15.23,806.09,147.77,47.61,38.98,116.03
2023-01-09 09:00:00,24.98,71.34,992.2,12.84,711.8,69.84,63.53,64.79,4042.46
2023-01-09 10:00:00,23.04,74.62,992.85,0.22,562.28,64.06,54.77,42.02,2512.38
2023-01-09 11:00:00,20.61,57.23,990.26,1.56,244.58,53.1,10.52,29.73,1490.63
2023-01-09 12:00:00,21.7,73.49,996.77,9.89,51.44,174.31,84.29,81.35,514.19
2023-01-09 13:00:00,21.59,35.75,1019.81,3.05,0.0,194.97,16.52,79.44,5505.95
2023-01-09 14:00:00,15.9,34.09,1005.15,4.9,0.0,90.29,59.98,20.34,3882.09
2023-01-09 15:00:00,18.61,57.79,1014.64,22.52,0.0,176.46,13.37,83.75,2887.96
2023-01-09 16:00:00,20.26,48.29,993.26,20.08,0.0,166.54,46.17,74.34,5630.56
2023-01-09 17:00:00,19.02,74.62,1004.51,14.19,0.0,88.59,21.49,83.05,5941.73
2023-01-09 18:00:00,20.62,49.76,1015.24,3.04,0.0,116.91,19.23,78.39,4898.35
2023-01-09 19:00:00,16.18,82.06,996.24,8.17,0.0,178.07,76.87,58.68,3229.84
2023-01-09 20:00:00,18.48,32.16,996.28,6.89,0.0,160.82,86.59,25.44,5230.73
2023-01-09 21:00:00,16.06,87.86,995.68,8.14,0.0,169.92,64.1,23.28,6983.63
2023-01-09 22:00:00,21.15,86.85,1014.71,24.27,0.0,50.3,84.81,39.14,9687.07
2023-01-09 23:00:00,17.88,69.05,995.53,5.38,0.0,194.73,25.25,27.5,4683.16
2023-01-10 00:00:00,21.0,49.22,1010.13,12.44,71.75,68.74,68.34,32.63,123.57
2023-01-10 01:00:00,25.85,31.0,993.6,5.16,266.23,170.3,21.07,35.28,7803.66
2023-01-10 02:00:00,27.31,54.92,1007.01,18.3,361.99,172.5,33.81,53.67,1755.44
2023-01-10 03:00:00,21.69,60.62,1009.57,0.27,701.55,186.8,62.27,22.85,8357.33
2023-01-10 04:00:00,26.67,47.96,1007.3,0.78,862.76,136.79,42.87,45.44,4546.22
2023-01-10 05:00:00,22.27,80.2,996.99,9.46,957.01,144.92,90.52,66.09,8505.09
2023-01-10 06:00:00,23.98,86.73,1002.48,15.25,1066.97,60.51,93.36,22.7,7940.89
2023-01-10 07:00:00,27.16,59.57,1029.36,7.45,871.94,199.65,37.85,36.71,8321.49
2023-01-10 08:00:00,24.9,49.24,1010.09,6.62,760.1,95.7,44.6,50.41,7197.97
2023-01-10 09:00:00,25.02,37.08,1017.51,22.51,802.62,117.53,39.29,36.55,4709.34
2023-01-10 10:00:00,22.14,74.78,998.48,21.06,550.4,128.17,82.16,70.03,1545.62
2023-01-10 11:00:00,21.85,76.98,996.94,11.71,179.53,106.64,91.67,36.71,7362.98
2023-01-10 12:00:00,21.41,67.89,995.12,21.53,0.0,165.27,75.49,38.83,4340.62
2023-01-10 13:00:00,19.23,48.32,1015.12,16.19,0.0,78.37,72.01,66.81,1637.7
2023-01-10 14:00:00,23.07,36.01,1002.01,9.62,0.0,98.95,82.35,82.72,3009.47
2023-01-10 15:00:00,16.71,83.95,998.05,24.75,0.0,75.83,93.17,28.87,2563.49
2023-01-10 16:00:00,17.1,77.37,1003.32,6.12,0.0,102.37,45.46,72.59,9859.88
2023-01-10 17:00:00,18.06,76.45,1010.95,24.08,0.0,164.78,79.36,70.07,6741.36
2023-01-10 18:00:00,15.61,48.2,1026.07,3.72,0.0,50.79,76.91,34.37,7028.41
2023-01-10 19:00:00,16.3,62.83,994.52,5.82,0.0,145.33,64.3,24.76,6153.75
2023-01-10 20:00:00,14.32,84.01,1016.88,12.05,0.0,51.2,87.71,76.98,1240.48
2023-01-10 21:00:00,21.45,34.74,1019.95,13.21,0.0,145.51,81.21,33.77,3601.2
2023-01-10 22:00:00,20.35,66.57,996.42,1.83,0.0,103.73,49.32,66.96,4109.61
2023-01-10 23:00:00,26.57,32.34,1021.03,9.41,0.0,184.75,48.12,61.44,324.53
2023-01-11 00:00:00,21.46,83.22,1022.81,15.14,0.0,167.84,21.65,76.66,3769.37
2023-01-11 01:00:00,19.8,32.31,1027.54,13.92,279.17,63.87,12.59,57.59,2721.54
2023-01-11 02:00:00,22.71,43.26,991.42,11.49,357.77,83.79,73.75,64.03,3425.39
2023-01-11 03:00:00,23.98,63.95,995.84,16.08,598.95,144.28,57.06,74.22,5308.82
2023-01-11 04:00:00,29.45,52.96,997.91,4.12,954.19,109.04,47.85,67.88,6980.26
2023-01-11 05:00:00,26.56,36.03,1002.38,1.98,1113.92,59.21,38.87,75.87,5079.09
2023-01-11 06:00:00,26.91,81.19,1024.45,24.81,913.87,91.45,32.62,83.49,1940.9
2023-01-11 07:00:00,29.64,73.27,1001.67,14.8,1019.82,54.61,41.99,84.66,2647.04
2023-01-11 08:00:00,24.03,52.89,994.48,23.51,846.99,125.93,27.15,78.84,5111.96
2023-01-11 09:00:00,23.56,74.76,1006.52,7.51,568.83,158.63,68.69,67.21,8347.76
2023-01-11 10:00:00,26.14,84.5,1024.88,8.89,690.94,92.66,50.34,36.0,7925.88
2023-01-11 11:00:00,20.29,47.57,1025.08,3.34,315.12,126.24,60.1,72.07,1703.16
2023-01-11 12:00:00,20.5,48.31,1022.67,11.46,0.0,134.59,90.12,55.31,1952.64
2023-01-11 13:00:00,19.33,77.86,1003.59,17.3,0.0,53.96,65.35,38.17,1308.98
2023-01-11 14:00:00,19.41,30.57,1002.01,14.79,0.0,109.92,19.31,73.93,4784.91
2023-01-11 15:00:00,18.82,61.6,1022.01,9.29,0.0,134.88,81.08,22.04,3529.3
2023-01-11 16:00:00,17.02,72.21,1011.86,9.61,0.0,69.21,73.25,58.65,8510.92
2023-01-11 17:00:00,15.85,42.9,1012.66,20.03,0.0,188.96,72.13,20.55,7485.96
2023-01-11 18:00:00,17.84,67.73,995.11,8.66,0.0,102.69,26.6,41.75,6621.79
2023-01-11 19:00:00,17.22,81.98,1004.77,17.33,0.0,118.16,79.89,63.43,2260.14
2023-01-11 20:00:00,14.19,40.54,1004.35,7.79,0.0,129.63,81.42,72.44,1317.83
2023-01-11 21:00:00,17.0,89.99,1019.52,2.92,0.0,116.74,20.36,35.45,2141.77
2023-01-11 22:00:00,17.84,63.43,1006.45,22.29,0.0,174.85,63.72,28.08,956.78
2023-01-11 23:00:00,17.33,55.72,1002.36,5.51,0.0,124.32,56.55,24.54,9324.92
2023-01-12 00:00:00,22.4,43.86,1028.04,22.1,0.0,82.36,86.16,63.49,6840.48
2023-01-12 01:00:00,24.46,35.03,992.26,8.75,92.67,173.13,55.77,70.13,9943.15
2023-01-12 02:00:00,24.26,49.85,996.36,22.72,378.9,81.94,46.09,38.24,6765.83
2023-01-12 03:00:00,24.14,42.13,994.99,2.06,711.85,73.13,64.75,60.07,9340.03
2023-01-12 04:00:00,24.52,55.24,1011.34,18.06,827.57,121.35,34.93,63.33,4773.95
2023-01-12 05:00:00,28.76,49.83,1002.58,9.93,908.24,115.96,21.63,65.05,4451.89
2023-01-12 06:00:00,28.6,86.64,1027.79,0.9,887.03,107.57,62.36,26.75,9339.0
2023-01-12 07:00:00,27.82,37.71,1019.31,7.84,1110.08,178.29,43.64,41.43,8626.04
2023-01-12 08:00:00,21.33,47.48,1006.81,20.54,786.34,85.49,18.44,78.84,962.79
2023-01-12 09:00:00,26.64,52.89,1015.49,13.55,686.8,96.83,12.42,45.14,8446.01
